//X,Y,Z
1 1 2224
1 2 2202
1 3 2220
1 4 2230
1 5 2261
1 6 2220
1 7 2207
1 8 2201
1 9 2231
1 10 2267
1 11 2240
1 12 2228
1 13 2268
1 14 2237
1 15 2261
1 16 2294
1 17 2300
1 18 2360
1 19 2331
1 20 2312
1 21 2325
1 22 2348
1 23 2292
1 24 2342
1 25 2459
1 26 2457
1 27 2581
1 28 2818
1 29 2835
1 30 2590
1 31 3033
1 32 2254
1 33 2351
1 34 2391
1 35 2412
1 36 2431
1 37 2500
1 38 2384
1 39 2578
1 40 2353
1 41 2345
1 42 2562
1 43 2475
1 44 2533
1 45 2300
1 46 2448
1 47 2363
1 48 2299
1 49 2347
1 50 2396

2 1 2399
2 2 2402
2 3 2388
2 4 2366
2 5 2399
2 6 2410
2 7 2403
2 8 2391
2 9 2439
2 10 2385
2 11 2362
2 12 2381
2 13 2405
2 14 2374
2 15 2406
2 16 2386
2 17 2397
2 18 2378
2 19 2356
2 20 2342
2 21 2397
2 22 2377
2 23 2381
2 24 2357
2 25 2375
2 26 2346
2 27 2294
2 28 2321
2 29 2329
2 30 2330
2 31 2390
2 32 2369
2 33 2395
2 34 2342
2 35 2366
2 36 2364
2 37 2390
2 38 2350
2 39 2309
2 40 2380
2 41 2379
2 42 2332
2 43 2320
2 44 2375
2 45 2391
2 46 2401
2 47 2373
2 48 2350
2 49 2341
2 50 2398

3 1 2355
3 2 2351
3 3 2347
3 4 2334
3 5 2356
3 6 2359
3 7 2348
3 8 2361
3 9 2356
3 10 2370
3 11 2331
3 12 2360
3 13 2370
3 14 2339
3 15 2370
3 16 2328
3 17 2359
3 18 2352
3 19 2329
3 20 2358
3 21 2360
3 22 2318
3 23 2317
3 24 2333
3 25 2307
3 26 2311
3 27 2286
3 28 2274
3 29 2257
3 30 2287
3 31 2257
3 32 2296
3 33 2335
3 34 2334
3 35 2303
3 36 2336
3 37 2303
3 38 2329
3 39 2373
3 40 2343
3 41 2271
3 42 2327
3 43 2275
3 44 2359
3 45 2350
3 46 2331
3 47 2346
3 48 2350
3 49 2336
3 50 2351

4 1 2303
4 2 2297
4 3 2284
4 4 2273
4 5 2298
4 6 2242
4 7 2290
4 8 2301
4 9 2259
4 10 2277
4 11 2290
4 12 2282
4 13 2311
4 14 2288
4 15 2287
4 16 2307
4 17 2307
4 18 2256
4 19 2295
4 20 2241
4 21 2270
4 22 2303
4 23 2238
4 24 2302
4 25 2290
4 26 2278
4 27 2298
4 28 2276
4 29 2215
4 30 2269
4 31 2292
4 32 2291
4 33 2346
4 34 2264
4 35 2293
4 36 2205
4 37 2284
4 38 2276
4 39 2306
4 40 2282
4 41 2321
4 42 2296
4 43 2348
4 44 2306
4 45 2315
4 46 2290
4 47 2311
4 48 2260
4 49 2291
4 50 2320

5 1 2257
5 2 2290
5 3 2260
5 4 2213
5 5 2298
5 6 2287
5 7 2265
5 8 2227
5 9 2276
5 10 2282
5 11 2292
5 12 2271
5 13 2304
5 14 2289
5 15 2281
5 16 2300
5 17 2311
5 18 2277
5 19 2247
5 20 2241
5 21 2283
5 22 2291
5 23 2272
5 24 2321
5 25 2277
5 26 2374
5 27 2371
5 28 2424
5 29 2387
5 30 2426
5 31 2307
5 32 2315
5 33 2272
5 34 2294
5 35 2268
5 36 2275
5 37 2310
5 38 2250
5 39 2299
5 40 2287
5 41 2274
5 42 2392
5 43 2282
5 44 2293
5 45 2305
5 46 2324
5 47 2288
5 48 2404
5 49 2288
5 50 2306

6 1 2264
6 2 2271
6 3 2263
6 4 2273
6 5 2262
6 6 2301
6 7 2279
6 8 2265
6 9 2277
6 10 2240
6 11 2263
6 12 2277
6 13 2248
6 14 2271
6 15 2269
6 16 2279
6 17 2257
6 18 2268
6 19 2282
6 20 2260
6 21 2300
6 22 2279
6 23 2277
6 24 2318
6 25 2334
6 26 2277
6 27 2325
6 28 2327
6 29 2317
6 30 2378
6 31 2284
6 32 2321
6 33 2262
6 34 2273
6 35 2302
6 36 2255
6 37 2237
6 38 2271
6 39 2264
6 40 2264
6 41 2268
6 42 2288
6 43 2278
6 44 2275
6 45 2245
6 46 2288
6 47 2304
6 48 2251
6 49 2350
6 50 2254

7 1 2248
7 2 2274
7 3 2260
7 4 2260
7 5 2284
7 6 2271
7 7 2275
7 8 2237
7 9 2254
7 10 2251
7 11 2258
7 12 2263
7 13 2277
7 14 2268
7 15 2239
7 16 2264
7 17 2336
7 18 2272
7 19 2265
7 20 2283
7 21 2256
7 22 2288
7 23 2291
7 24 2298
7 25 2386
7 26 2362
7 27 2324
7 28 2342
7 29 2352
7 30 2350
7 31 2411
7 32 2264
7 33 2281
7 34 2290
7 35 2324
7 36 2272
7 37 2244
7 38 2314
7 39 2275
7 40 2262
7 41 2292
7 42 2312
7 43 2194
7 44 2284
7 45 2242
7 46 2306
7 47 2252
7 48 2258
7 49 2310
7 50 2279

8 1 2288
8 2 2274
8 3 2260
8 4 2262
8 5 2268
8 6 2278
8 7 2259
8 8 2284
8 9 2276
8 10 2235
8 11 2289
8 12 2243
8 13 2273
