//X,Y,Z
1 1 90.56
1 2 87.91
1 3 89.93
1 4 90.74
1 5 92.75
1 6 91.73
1 7 92.28
1 8 91.81
1 9 96.6
1 10 96.72
1 11 98.28
1 12 97.88
1 13 103.54
1 14 100.68
1 15 101.16
1 16 96.65
1 17 105.36
1 18 120.84
1 19 120.67
1 20 119.06
1 21 121.74
1 22 122.61
1 23 121.78
1 24 124.66
1 25 132.39
1 26 131.53
1 27 140.98
1 28 152.94
1 29 158.3
1 30 142.44
1 31 171.41
1 32 127.29
1 33 134.1
1 34 136.37
1 35 142.2
1 36 140.42
1 37 146.2
1 38 138.2
1 39 151.26
1 40 138.83
1 41 140.03
1 42 153.13
1 43 151.55
1 44 155.06
1 45 143.14
1 46 152.37
1 47 153.88
1 48 145.06
1 49 152.69
1 50 154.49

2 1 160.88
2 2 161
2 3 161.7
2 4 160.2
2 5 164.29
2 6 164.9
2 7 166.93
2 8 165.9
2 9 173.16
2 10 166.99
2 11 168.94
2 12 169.47
2 13 175.19
2 14 171.12
2 15 177.83
2 16 174.64
2 17 180.18
2 18 226.82
2 19 227.69
2 20 224.59
2 21 233.7
2 22 230.26
2 23 234.12
2 24 229.15
2 25 235.18
2 26 230.54
2 27 227.8
2 28 230.33
2 29 233.99
2 30 231.51
2 31 244.19
2 32 211.28
2 33 219.22
2 34 241.83
2 35 250.31
2 36 247.75
2 37 250.16
2 38 240.2
2 39 240.49
2 40 248.18
2 41 253.02
2 42 244.6
2 43 249.85
2 44 252.14
2 45 260.63
2 46 258.8
2 47 261.45
2 48 257.87
2 49 261.35
2 50 265.97

3 1 225.67
3 2 225.85
3 3 228.67
3 4 226.3
3 5 231.89
3 6 232.26
3 7 234.65
3 8 235.29
3 9 237.29
3 10 237.74
3 11 238.73
3 12 239.08
3 13 245.18
3 14 241.16
3 15 247.91
3 16 241.48
3 17 251.42
3 18 328.69
3 19 328.71
3 20 332.19
3 21 334.34
3 22 328.07
3 23 332.5
3 24 330.79
3 25 332.66
3 26 331.68
3 27 330.59
3 28 327.68
3 29 330.11
3 30 330.61
3 31 332.39
3 32 285.54
3 33 296.95
3 34 352.35
3 35 353.58
3 36 352.46
3 37 351.96
3 38 345.2
3 39 359.06
3 40 352.56
3 41 342.22
3 42 353.49
3 43 351.52
3 44 360.09
3 45 365.6
3 46 360.05
3 47 369.21
3 48 366.33
3 49 372.13
3 50 366.46

4 1 287.83
4 2 287.44
